surface,cls,x,y,n,n_effective,rate_raw,rate_eb,value_raw,value_eb,z,p,sig_naive,sig_bh
listing,009,5.4667,5.36,8234,4860.1,0.05137,0.05121,0.0289,0.0244,0.325,0.7455,false,false
listing,009,5.4667,5.68,6195,3173.0,0.05375,0.05273,0.0942,0.0666,0.876,0.3813,false,false
listing,009,5.4667,6.0,471,216.9,0.07643,0.05376,0.6021,0.0945,1.756,0.07905,false,false
listing,009,5.6444,5.04,466,179.8,0.03863,0.04954,-0.3825,-0.0236,-0.719,0.4721,false,false
listing,009,5.6444,5.36,3203,1273.0,0.04621,0.04875,-0.124,-0.0467,-0.677,0.4986,false,false
listing,009,5.6444,5.68,9922,5416.3,0.04324,0.04497,-0.2198,-0.1631,-2.395,0.01661,true,false
listing,009,5.6444,6.0,2390,1482.1,0.07071,0.06026,0.4898,0.2591,3.584,0.0003384,true,true
listing,009,5.8222,5.36,867,561.4,0.05882,0.05281,0.2243,0.0688,0.918,0.3588,false,false
listing,009,5.8222,5.68,6129,3625.6,0.04993,0.05018,-0.0123,-0.005,-0.118,0.9063,false,false
listing,009,5.8222,6.0,6700,3984.6,0.05194,0.05159,0.0447,0.035,0.458,0.647,false,false
listing,009,5.8222,6.32,761,104.3,0.05388,0.05093,0.0975,0.0164,0.164,0.8694,false,false
listing,009,6.0,5.68,2139,1608.2,0.0561,0.0534,0.1559,0.0849,1.054,0.2919,false,false
listing,009,6.0,6.0,7904,4725.7,0.0496,0.04989,-0.0219,-0.0134,-0.239,0.8114,false,false
listing,009,6.0,6.32,2827,1749.2,0.05907,0.05506,0.2304,0.1288,1.668,0.0954,false,false
listing,009,6.1778,5.68,609,460.7,0.0624,0.05331,0.3094,0.0824,1.182,0.2372,false,false
listing,009,6.1778,6.0,4567,2773.2,0.05255,0.05188,0.0616,0.0431,0.529,0.5968,false,false
listing,009,6.1778,6.32,6617,4005.6,0.05637,0.05474,0.1628,0.1206,1.741,0.08166,false,false
listing,009,6.1778,6.64,1051,161.3,0.05899,0.05148,0.2284,0.032,0.502,0.6159,false,false
listing,009,6.3556,6.0,1429,1013.4,0.04899,0.05007,-0.0398,-0.0082,-0.199,0.8421,false,false
listing,009,6.3556,6.32,6448,1385.2,0.05226,0.05144,0.0537,0.0308,0.325,0.7451,false,false
listing,009,6.3556,6.64,2995,1925.3,0.05743,0.05437,0.1897,0.1106,1.42,0.1557,false,false
listing,009,6.5333,6.0,485,204.7,0.0433,0.04991,-0.2178,-0.0128,-0.462,0.6444,false,false
listing,009,6.5333,6.32,2825,1960.4,0.05912,0.05532,0.2314,0.1356,1.774,0.07609,false,false
listing,009,6.5333,6.64,5530,3439.1,0.05316,0.05239,0.0784,0.0571,0.754,0.451,false,false
listing,009,6.5333,6.96,1091,702.2,0.07241,0.05727,0.5241,0.1857,2.673,0.00752,true,false
listing,009,6.7111,6.32,917,706.0,0.05344,0.05156,0.0857,0.034,0.374,0.7081,false,false
listing,009,6.7111,6.64,4390,2593.8,0.04761,0.04882,-0.0809,-0.0448,-0.64,0.5225,false,false
listing,009,6.7111,6.96,2865,1702.6,0.04712,0.04889,-0.0958,-0.0426,-0.61,0.5417,false,false
listing,009,6.8889,6.64,1818,1363.5,0.05776,0.05394,0.1979,0.0992,1.25,0.2114,false,false
listing,009,6.8889,6.96,4280,2561.3,0.05421,0.05286,0.1063,0.07,0.891,0.3727,false,false
listing,009,6.8889,7.28,1062,390.3,0.10264,0.06078,1.0274,0.2714,4.723,2.322e-6,true,true
listing,009,7.0667,6.64,659,442.7,0.05615,0.0519,0.1571,0.0435,0.557,0.5774,false,false
listing,009,7.0667,6.96,2794,1999.6,0.05333,0.05217,0.0828,0.051,0.608,0.543,false,false
listing,009,7.0667,7.28,2584,1735.2,0.05302,0.05192,0.0744,0.0441,0.508,0.6118,false,false
listing,009,7.0667,7.6,460,101.9,0.10435,0.0539,1.0512,0.0982,2.493,0.01267,true,false
listing,009,7.2444,6.96,1155,787.0,0.05628,0.05255,0.1604,0.0614,0.76,0.4473,false,false
listing,009,7.2444,7.28,3024,2026.7,0.05456,0.05286,0.1158,0.0701,0.867,0.3862,false,false
listing,009,7.2444,7.6,1137,720.2,0.073,0.05757,0.5358,0.1932,2.779,0.005451,true,false
listing,009,7.4222,7.28,1743,1117.3,0.04934,0.05017,-0.0293,-0.0053,-0.155,0.8768,false,false
listing,009,7.4222,7.6,2002,1264.4,0.05844,0.05411,0.2149,0.1037,1.315,0.1885,false,false
listing,009,7.6,7.28,704,526.1,0.0554,0.05188,0.1377,0.043,0.529,0.5968,false,false
listing,009,7.6,7.6,1929,1038.5,0.06013,0.0544,0.2561,0.1115,1.441,0.1495,false,false
listing,009,7.6,7.92,930,635.0,0.07312,0.05702,0.5381,0.1794,2.623,0.008708,true,false
listing,009,7.7778,7.6,970,706.4,0.0567,0.05254,0.1713,0.0614,0.771,0.4405,false,false
listing,009,7.7778,7.92,1490,915.9,0.05839,0.05349,0.2136,0.0873,1.112,0.2661,false,false
listing,009,7.9556,7.92,1146,787.4,0.0541,0.05184,0.1036,0.0419,0.481,0.6306,false,false
listing,009,7.9556,8.24,784,435.9,0.06633,0.05403,0.3975,0.1017,1.525,0.1273,false,false
listing,009,8.1333,7.92,564,377.8,0.07447,0.05521,0.5645,0.1328,2.143,0.03208,true,false
listing,009,8.1333,8.24,977,578.9,0.04197,0.04844,-0.2629,-0.056,-0.923,0.356,false,false
listing,009,8.3111,8.24,638,428.5,0.05643,0.05193,0.1643,0.0443,0.575,0.5654,false,false
listing,009,8.3111,8.56,563,403.8,0.0373,0.04807,-0.4329,-0.067,-1.2,0.2303,false,false
listing,009,8.4889,8.56,538,392.2,0.04833,0.05027,-0.0593,-0.0024,-0.184,0.8543,false,false
listing,032,2.4444,2.8,970,426.1,0.02268,0.02257,-0.0144,-0.0217,-0.031,0.975,false,false
listing,032,2.8889,2.8,2924,1196.4,0.00752,0.0087,-1.6063,-1.3976,-3.557,0.0003755,true,true
listing,032,2.8889,3.6,351,40.2,0.20513,0.07292,3.1626,1.6704,7.722,1.145e-14,true,true
listing,032,3.3333,2.8,264,127.6,0.00758,0.01411,-1.5964,-0.6987,-1.158,0.2469,false,false
listing,032,3.3333,3.6,2380,715.7,0.03025,0.02921,0.4012,0.3507,1.313,0.1891,false,false
listing,032,3.7778,3.6,2342,890.7,0.02775,0.02716,0.2769,0.2456,0.967,0.3337,false,false
listing,032,3.7778,4.4,372,175.2,0.03495,0.03014,0.6093,0.396,1.065,0.2869,false,false
listing,032,4.2222,4.4,2368,946.2,0.02492,0.02463,0.1212,0.1049,0.413,0.6797,false,false
listing,032,4.6667,4.4,1716,195.0,0.01807,0.01947,-0.3426,-0.2344,-0.452,0.6512,false,false
listing,032,4.6667,5.2,625,317.8,0.0208,0.02112,-0.1393,-0.1172,-0.251,0.8017,false,false
listing,032,5.1111,5.2,1935,834.5,0.01912,0.01945,-0.2606,-0.2359,-0.731,0.4647,false,false
listing,032,5.1111,6.0,266,57.9,0.0188,0.02092,-0.2853,-0.131,-0.209,0.8344,false,false
listing,032,5.5556,5.2,829,400.7,0.01086,0.01318,-1.0773,-0.7972,-1.612,0.1069,false,false
listing,032,5.5556,6.0,458,156.3,0.01092,0.0154,-1.0693,-0.5731,-1.002,0.3163,false,false
listing,032,6.0,6.0,715,389.4,0.00979,0.0124,-1.2264,-0.886,-1.73,0.08362,false,false
listing,032,2.2222,2.4,1051,298.0,0.00571,0.00997,-2.0046,-1.2008,-1.984,0.04721,false,false
listing,032,2.6667,2.4,1108,489.9,0.01986,0.02025,-0.2063,-0.1779,-0.452,0.6516,false,false
listing,032,2.6667,3.2,400,153.3,0.0775,0.05503,1.7584,1.2644,4.517,6.262e-6,true,true
listing,032,3.1111,3.2,3381,888.3,0.01804,0.01847,-0.3445,-0.3107,-0.969,0.3324,false,false
listing,032,3.5556,3.2,1204,454.7,0.02658,0.02574,0.2144,0.1682,0.523,0.6009,false,false
listing,032,3.5556,4.0,1077,301.8,0.06128,0.0512,1.4196,1.1603,4.456,8.347e-6,true,true
listing,032,4.0,4.0,2849,736.1,0.03019,0.02918,0.398,0.3491,1.32,0.1869,false,false
listing,032,4.0,4.8,272,105.4,0.02206,0.02208,-0.0545,-0.0533,-0.058,0.9535,false,false
listing,032,4.4444,4.0,744,311.3,0.03629,0.03272,0.6637,0.5144,1.578,0.1145,false,false
listing,032,4.4444,4.8,1454,195.1,0.0282,0.02607,0.2998,0.1865,0.494,0.6214,false,false
listing,032,4.8889,4.8,1942,726.4,0.01751,0.01809,-0.3878,-0.341,-0.973,0.3307,false,false
listing,032,4.8889,5.6,440,133.3,0.01136,0.01608,-1.0114,-0.5105,-0.891,0.3729,false,false
listing,032,5.3333,4.8,331,216.1,0.01511,0.01739,-0.6007,-0.398,-0.767,0.4433,false,false
listing,032,5.3333,5.6,1155,446.0,0.01126,0.01331,-1.0252,-0.7829,-1.645,0.1,false,false
listing,032,5.7778,5.6,716,310.3,0.01955,0.02019,-0.2284,-0.1819,-0.395,0.6928,false,false
listing,032,5.7778,6.4,251,87.4,0.04382,0.03199,0.9359,0.4817,1.307,0.1912,false,false
listing,032,6.2222,5.6,318,97.8,0.00629,0.01446,-1.8649,-0.6641,-1.098,0.272,false,false
listing,032,6.2222,6.4,377,174.0,0.01061,0.01492,-1.1104,-0.6184,-1.084,0.2783,false,false
