cls,name,year,n,beta_lin,beta_quad,z_lin,z_quad
007,Machines & Power Tools,1993,2648,0.02405964756189354,0.03736483833699629,0.6055417687039572,1.7687983294326812
007,Machines & Power Tools,1994,2914,0.00007128938746871732,-0.005159498602179477,0.0018628840387814314,-0.28591336440786896
007,Machines & Power Tools,1995,3236,-0.022481594270827913,0.006046279576319918,-0.6198467769767503,0.3439465231186293
007,Machines & Power Tools,1996,3667,0.03638451697391415,0.003741292775189213,1.0788880785522261,0.226073797450848
007,Machines & Power Tools,1997,3677,0.03157294961220487,0.00741577580046281,0.933672620471351,0.3646383265838937
007,Machines & Power Tools,1998,3003,0.11066874357447457,-0.006602811530985101,2.868536942582309,-0.34046415226899424
007,Machines & Power Tools,1999,3016,0.07977546645423747,-0.006447090391160398,2.1016039038388556,-0.3298574657783501
007,Machines & Power Tools,2000,3246,0.05386876997995676,0.03746735752472472,1.4740847488661515,1.7959905154881846
007,Machines & Power Tools,2001,3086,0.03309036489812547,0.008522683836042821,0.8977054334506601,0.45825872630894426
007,Machines & Power Tools,2002,3142,0.07970047173910094,0.044109696008088235,2.141877145432121,2.2465458310962574
007,Machines & Power Tools,2003,3474,-0.07882232378304622,-0.015992807114105053,-2.274971571086575,-0.977743558068387
007,Machines & Power Tools,2004,4062,-0.1667147122733818,-0.02206045927522012,-5.090324445028002,-1.3061433998392842
007,Machines & Power Tools,2005,4418,-0.1983141184647696,-0.024125554013581414,-6.112776352651049,-1.4922397728645023
007,Machines & Power Tools,2006,4865,-0.11007154980900614,0.03243290286920854,-3.5344602928052113,2.187645729646674
007,Machines & Power Tools,2007,5456,-0.22107763799044067,0.053480559519598896,-7.253496913317315,3.6141748931989603
007,Machines & Power Tools,2008,5416,-0.15577414023651381,0.010393816634612182,-5.285647448842608,0.7390973189456714
007,Machines & Power Tools,2009,4684,-0.1217298100431305,0.04562162496226613,-3.682370008169788,3.4620501378074104
007,Machines & Power Tools,2010,5028,-0.13718156185823557,0.03039584996647804,-4.412419968813407,2.2059316765226025
007,Machines & Power Tools,2011,5246,-0.1412722704445588,0.03231477828128397,-4.625183171345939,2.349473009414017
007,Machines & Power Tools,2012,5439,-0.05152604478132415,0.016865708916932363,-1.7061084667455668,1.3249446087137995
007,Machines & Power Tools,2013,5822,-0.06312175462002145,0.009493306183447937,-2.1492031893518897,0.7883761347783487
007,Machines & Power Tools,2014,5822,-0.07962578723485907,0.011856533579264604,-2.5325894375818505,0.9080590117123539
007,Machines & Power Tools,2015,6471,-0.03115307198715131,0.011596433704931856,-1.0681600045757387,0.8545641805674437
007,Machines & Power Tools,2016,6933,-0.0652397195525021,0.04559397137605892,-2.2187441692000256,3.3749947094371073
007,Machines & Power Tools,2017,7994,-0.015493593348618254,0.022292206495776193,-0.5655713295196135,1.8945885764983128
007,Machines & Power Tools,2018,8494,0.039652850072015605,0.0017702977608341814,1.3185092840037416,0.14412389820032515
007,Machines & Power Tools,2019,8706,0.00028838388273747347,-0.003318551382278171,0.009883004650225955,-0.23688913376784793
007,Machines & Power Tools,2020,10928,-0.0694256936592615,-0.04009259681546002,-2.8195572524724626,-2.5274115270479114
007,Machines & Power Tools,2021,11996,-0.0041895385623996985,0.034043298126628214,-0.2078515934338506,3.2440387768652035
008,Hand Tools,1990,853,0.13560378612675977,-0.04129768193130414,1.6065477258623155,-0.9883321194743606
008,Hand Tools,1991,864,0.0013201835321108681,0.035629759385223496,0.019202850370052465,1.1192008920744088
008,Hand Tools,1992,918,-0.06083906870490326,-0.06070624444191013,-0.8761944383475831,-1.5667461241164957
008,Hand Tools,1993,968,0.12588078353316254,0.011199351904369199,1.8087796058405237,0.28138484018521176
008,Hand Tools,1994,1023,0.08686158756431023,0.038172895608307764,1.318145274350715,0.9575402948943654
008,Hand Tools,1995,1191,0.1197443179359008,0.051951213515388485,1.8748864814183972,1.5104231553259486
008,Hand Tools,1996,1317,0.028937759151683454,0.02319296350850047,0.47570755904949863,0.8235807294818472
008,Hand Tools,1997,1253,0.07178774372427499,0.05051392366303648,1.1389571272570898,1.4212158441546083
008,Hand Tools,1998,1089,0.1868504218184629,0.038970623596683164,2.449751717694506,1.4322265313863645
008,Hand Tools,1999,1070,0.11392587976461632,-0.009328743835622858,1.7649131341778372,-0.2533129504787679
008,Hand Tools,2000,1029,0.031244181962279596,-0.005976913697539919,0.4966547409682929,-0.15651289753702527
008,Hand Tools,2001,940,-0.060852842616074695,-0.007245744783855508,-0.9094907916908892,-0.19566725809235413
008,Hand Tools,2002,1091,0.08187682755283669,-0.018229559409368164,1.3369087396245871,-0.5563482669081915
008,Hand Tools,2003,1324,-0.12147117429867801,-0.014887163055763774,-2.1647879085936608,-0.5944437234546558
008,Hand Tools,2004,1549,-0.27652107396881664,-0.016523340563152165,-5.162092533825003,-0.4929858988610586
008,Hand Tools,2005,1540,-0.21123920331530252,-0.007582627130697591,-3.9221149183933117,-0.27223506148273824
008,Hand Tools,2006,1725,-0.08483279474142964,-0.02312255445202429,-1.686393324839225,-0.9203908324130404
008,Hand Tools,2007,1735,-0.10637409696445682,0.037986405997123274,-2.0331683039916855,1.6073907200314417
008,Hand Tools,2008,1623,-0.009344463247244446,0.021370282745610383,-0.1741407093786491,0.7742751148633764
008,Hand Tools,2009,1474,-0.13127239222168333,0.031554257981099364,-2.0437104796668013,1.4952179698947778
008,Hand Tools,2010,1649,-0.20247332948785263,0.03161331232783009,-3.2570693922848863,1.1740674527040162
008,Hand Tools,2011,1773,-0.1694057768561979,0.03704165141837755,-2.8309156277065064,1.4579980276076578
008,Hand Tools,2012,1833,-0.06263953048108756,0.005289298809748161,-1.034674218822943,0.1969421534333598
008,Hand Tools,2013,2048,-0.011541204811804725,0.04637293502185669,-0.20412631099716447,1.5471567422457355
008,Hand Tools,2014,2190,-0.03713525537108801,0.03807944190228564,-0.6772546905153752,1.243312488487585
008,Hand Tools,2015,2505,0.03282842748852023,-0.01833748214605899,0.6359024155939993,-0.5879900999718203
008,Hand Tools,2016,3282,-0.14291821181331787,0.01639505187440467,-3.1801688135085464,0.4895155052106984
008,Hand Tools,2017,4004,-0.21848202939495592,-0.016292001571084305,-5.578308724542685,-0.5532279817107402
008,Hand Tools,2018,4468,-0.27996320369253136,0.043071428910300524,-7.167893452879533,1.7987478025375672
008,Hand Tools,2019,4832,-0.2375992788008155,0.011562307614015093,-6.868986754075465,0.4217319671453921
008,Hand Tools,2020,9431,-0.2351532984452564,0.010330348117995481,-9.192374137499067,0.6185164013449465
