class_id,ethnic,n_eff,n_indiv,share_in_class,mean_dkl,share_positive_dkl,class_name
035,AIAN,643.116,99729,0.0064486358030262005,0.005547194604209335,0.5048986496992767,Advertising & Retail
035,2+races,1849.8916000000002,99729,0.018549184289424342,0.004949669308961135,0.4955194131375049,Advertising & Retail
035,Hispanic,9844.547999999999,99729,0.09871299220888607,0.0074889437347487806,0.5124493272824716,Advertising & Retail
036,White,17622.9224,25712,0.6853967952706908,-0.0027071110013734503,0.4464563266759888,Insurance & Financial
036,Black,3616.1305999999995,25712,0.14063980242688237,-0.012963703831842059,0.4294768004230821,Insurance & Financial
036,API,1462.0651,25712,0.05686314172370877,-0.010037322046546959,0.43609925440392494,Insurance & Financial
036,AIAN,160.65130000000002,25712,0.006248105942750467,-0.00505503949190413,0.44264192073142256,Insurance & Financial
036,2+races,485.7208,25712,0.018890821406347232,-0.008571585342823798,0.4340995897231496,Insurance & Financial
036,Hispanic,2251.7711,25712,0.08757666070317362,-0.013317476262357122,0.4362106343757587,Insurance & Financial
037,White,8744.0646,12588,0.694634938036225,0.055361752897722834,0.616218000036276,Construction & Repair
037,Black,1465.998,12588,0.11645996186844615,0.05863244255322691,0.630945676597103,Construction & Repair
037,API,490.44989999999996,12588,0.03896170162059104,0.058881990324919774,0.6416620739447597,Construction & Repair
037,AIAN,82.0273,12588,0.006516309183349221,0.06307079284842451,0.6504895321435669,Construction & Repair
037,2+races,215.7868,12588,0.017142262472195743,0.0601642455223232,0.6296515820244798,Construction & Repair
037,Hispanic,1544.1942999999999,12588,0.12267193358754368,0.09271171609370539,0.7020206589287373,Construction & Repair
038,White,3803.2071,5587,0.6807243780204045,-0.037723036053229526,0.3916798009763917,Telecommunications
038,Black,696.0316,5587,0.12458056201897262,-0.04775878445033334,0.3690816623842941,Telecommunications
038,API,409.38910000000004,5587,0.07327529980311438,-0.06044892840888608,0.3403473614710308,Telecommunications
038,AIAN,35.7346,5587,0.006396026490066225,-0.017283196603099155,0.4041433232777196,Telecommunications
038,2+races,101.4211,5587,0.018153051727223913,-0.04861208699928654,0.3699900710996035,Telecommunications
038,Hispanic,516.7175,5587,0.0924856810452837,-0.03592984454888874,0.39223734439031005,Telecommunications
039,White,4452.673000000001,6680,0.6665678143712576,0.004125231163207424,0.48500365959952596,Transport & Travel
