cohort,brand,founded,n_clean_filings,mean_pros,mean_retr,mean_dkl,first_real_date,first_real_class,first_real_pros,first_real_retr,first_real_dkl,first_real_owner,first_real_gs
winner,Twitter/X,2006,420,3.732858734190099,3.6958719751741946,0.036986759015904536,20070426,038,4.295776554332172,3.5500984212954103,0.7456781330367619,X CORP.,"Providing on-line journals, namely, blogs featuring user-defined content in the field of social-networking Providing a w"
winner,LinkedIn,2002,286,4.094516515018764,4.0470809881211265,0.047435526897637637,20030505,035,6.5406167229444385,5.956842151147954,0.5837745717964848,LinkedIn Corporation,Online business networking services
winner,Pinterest,2010,44,3.435034282278009,3.346050714988101,0.08898356728990775,20110301,042,5.053341588502736,4.737750163878296,0.31559142462444,"PINTEREST, INC.","Providing a web site featuring technology that enables internet users to create, bookmark, annotate, and publicly share "
winner,Snap,2011,441,4.012827318801278,3.963021637898409,0.0498056809028693,20110711,045,4.321175131561564,4.409109032570502,-0.08793390100893816,SNAP INC.,On-line social networking services
winner,Coinbase,2012,147,4.326083221967789,4.164939452054571,0.16114376991321766,20131206,009,6.4784072802117665,5.497628746352048,0.9807785338597181,"Coinbase, Inc.","Downloadable computer software for use in electronically trading, storing, sending, receiving, accepting and transmittin"
winner,Block/Square,2009,376,4.494570909381633,4.456505258571159,0.03806565081047353,20090805,009,5.734307314931322,5.475337021626953,0.25897029330436894,"BLOCK, INC.","Hardware and software for processing credit card, debit card, and gift card transactions via mobile devices"
winner,Stripe,2010,114,4.893236920937424,4.8305249748386485,0.0627119460987755,20100817,036,5.4451486014158235,5.55127799937271,-0.10612939795688625,"The Charity Stripe, Inc.","Conducting charitable fundraising, philanthropic services concerning monetary donations, and fundraising through exhibit"
winner,Zoom,2011,18,4.882515223019918,4.819671979009566,0.06284324401035146,20180517,009,5.101330356529901,5.071531626911845,0.029798729618055297,"Zoom Video Communications, Inc.","Downloadable software for use in the fields of audio teleconferencing, network conferencing services, instant messaging "
winner,Slack,2009,1,5.544738504690606,5.301924737081546,0.2428137676090607,20100616,041,5.544738504690606,5.301924737081546,0.2428137676090607,"SLACK TECHNOLOGIES, INC.","entertainment services, namely, providing online multiplayer computer games"
winner,Salesforce,1999,884,4.092279553481131,4.0082137006000655,0.08406585288106516,19991029,042,4.222072323064617,3.792220953224866,0.4298513698397506,"SALESFORCE, INC.","Providing temporary use of on-line non-downloadable software for storing, managing, tracking and analyzing data in the f"
winner,Workday,2005,77,4.153936587003983,4.0208314203193325,0.13310516668465056,20050707,042,5.726022017515214,5.53045589323703,0.19556612427818365,"WORKDAY, INC.",Providing on-line non-downloadable software for enterprise resource planning for commercial use
winner,ServiceNow,2004,148,4.15806442332391,4.0603383704837315,0.09772605284017821,20071005,009,4.255328667021045,4.307779218947801,-0.052450551926756184,"SERVICENOW, INC.",Computer search engine software; computer software for application and database integration; computer software developme
winner,Snowflake,2012,125,4.353905484483058,4.255677848504261,0.09822763597879725,20140612,042,4.537973305819772,4.320914567691096,0.21705873812867615,"Snowflake Computing, Inc.","Software as a service (SAAS) and platform as a service (PAAS) services, namely, providing cloud computing software for u"
winner,Tesla,2003,225,4.9088584641496595,4.857874776462363,0.050983687687296886,20050210,012,6.071889940867557,6.129867904585106,-0.057977963717549486,"TESLA, INC.","Fully battery electric, high performance sports automobile"
winner,Uber,2009,348,4.234610715623758,4.0955873113591466,0.13902340426461102,20090128,009,6.452743316827741,5.750185262346519,0.702558054481222,"UBER TECHNOLOGIES, INC.",Providing a website featuring information regarding transportation services and bookings for transportation services Pro
winner,Airbnb,2008,171,4.248506562616504,4.182781306484576,0.06572525613192859,20100426,035,4.63098819381884,4.8480200750685345,-0.21703188124969408,"AIRBNB, INC.",Preparation of custom or non-custom advertising for businesses for dissemination via the web; customer loyalty services 
winner,Lyft,2012,220,4.43636876436881,4.343479292251398,0.09288947211741228,20121001,009,6.435779889585896,5.674785774405957,0.7609941151799386,"LYFT, INC.","Telecommunications services, namely, routing calls, messages, and push-notifications to transportation providers and rid"
winner,Spotify,2006,271,4.071129298304629,4.027084461251165,0.04404483705346429,20070104,009,4.019571507240627,3.712781419355483,0.3067900878851444,Spotify AB,"Providing advertising space on the Internet Computer software for use in the delivery, distribution and transmission of "
winner,Palantir,2003,81,3.860717190439389,3.7601641902077865,0.10055300023160241,20070220,042,4.101670089593232,4.16706631526576,-0.06539622567252845,Palantir Technologies Inc.,"Computer service, namely, acting as an application service provider in the field of knowledge management to host compute"
winner,Cisco,1984,1551,4.500346327989866,4.469941849639362,0.030404478350503972,19900525,009,7.363667674396435,7.0809544474268,0.2827132269696353,"CISCO SYSTEMS,INC.",telephone units
winner,Oracle,1977,615,4.347030962469242,4.292472559228552,0.054558403240689834,19800207,009,9.981317803851391,5.589616476827382,4.391701327024009,ORACLE INTERNATIONAL CORPORATION,"Introductory Manuals, User Manuals and Guides for Operation of Computerized Data Based Management Systems [ Pre-Recorded"
winner,SAP,1972,342,4.033665492710287,3.9821979520266737,0.051467540683613144,19920529,009,5.304771477879183,5.2357810652873,0.06899041259188277,"SAP AMERICA, INC.","computer programs and manuals sold therewith for the management and control of mail, including correcting and standardiz"
winner,NVIDIA,1993,519,3.8503605576137256,3.790733961294385,0.05962659631934075,19930420,009,6.27280585674106,6.1826051315910515,0.09020072515000876,NVIDIA CORPORATION,integrated circuits
winner,AMD,1969,315,5.316268896523461,5.291090772957959,0.025178123565502197,19900410,009,6.738501204413815,6.048212469548437,0.6902887348653781,"Advanced Micro Devices, Inc.",integrated circuits for use with fiber optic networks
winner,Adobe,1982,696,4.670555534577163,4.6972349778181615,-0.026679443240998246,19900205,009,6.704209771975096,5.429176257166905,1.2750335148081913,ADOBE INC.,computer programs for creating fonts
winner,Intuit,1983,905,4.301631591070201,4.227444777790839,0.07418681327936216,19900620,009,4.092803902681192,3.886762970786362,0.20604093189482997,INTUIT INC.,computer programs for use in accounting [ and related instruction manuals sold together as a unit ]
winner,Apple,1976,2460,4.484367562135901,4.46723698770904,0.0171305744268615,19900112,009,7.192548240245951,5.5134510703460045,1.6790971698999462,"APPLE COMPUTER, INC.",computer programs for use in information systems for business executives
winner,Microsoft,1975,4171,4.181272184629588,4.166417195797457,0.014854988832130545,19870629,009,8.83490327950717,5.84060730167246,2.9942959778347102,MICROSOFT CORPORATION,"[ PRERECORDED COMPUTER PROGRAMS RECORDED ON MAGNETIC DISKS ] (( * Downloadable computer programs for use in creating, ac"
winner,Intel,1968,690,4.336965892658438,4.333834243487911,0.0031316491705268845,19891215,042,7.953145741700492,4.695465153409459,3.2576805882910334,INTEL CORPORATION,"providing access to a computer database in the field of product information, product history, software documentation upd"
winner,Qualcomm,1985,1302,4.923859151686495,4.937150831429551,-0.013291679743056228,19911106,009,5.169886492185524,4.926444425486463,0.24344206669906132,QUALCOMM Incorporated,"wireless communication terminals and modems, cellular and cordless telephones, and personal communication network (PCN) "
failure,Pets.com,1998,17,5.360656793386708,5.39292073306075,-0.032263939674042064,19990706,035,4.544854824932785,4.54852217701872,-0.0036673520859347164,"Pets.com, Inc.",Retail store services featuring pet products and pet food rendered via a global computer information network; and veteri
failure,Webvan,1996,32,4.470930653273174,4.687992271047958,-0.2170616177747835,19971223,029,2.7135427534153442,2.868396885650291,-0.15485413223494682,"WEBVAN GROUP, INC.","beer, soft drinks, spring water, drinking water, mineral water, fruit flavored soft drinks and fruit juices natural and "
failure,Theranos,2003,305,3.1468643435404196,3.1021834491423315,0.04468089439808809,20050817,001,3.86269050675317,3.783122468109715,0.07956803864345474,"Theranos, Inc.",medical and scientific research services in the field of health care monitoring; pharmaceutical research services; pharm
failure,MoviePass,2011,4,7.030298511453153,7.295816893100145,-0.2655183816469924,20120328,035,7.030298511453153,7.295816893100145,-0.2655183816469924,MoviePass Inc.,Administration of a membership program entitling participants to attend movies in theaters and other live entertainment 
failure,Quibi,2018,0,,,,,,,,,,
failure,WeWork,2010,313,4.239641296221415,4.1994665528505735,0.0401747433708417,20110201,036,4.993073000794595,4.99050437913983,0.002568621654765124,WeWork Companies LLC,Leasing of office space; Leasing of real estate; Rental of office space
failure,FTX,2019,1,4.338211549363922,4.263027170584401,0.07518437877952078,20200325,036,4.338211549363922,4.263027170584401,0.07518437877952078,FTX Trading Ltd.,Providing a website featuring financial information in the field of cryptocurrency; providing a website featuring inform
failure,Solyndra,2005,2,6.86729837055684,6.4302508836959404,0.4370474868608998,20071106,009,6.1337079142896265,5.925453391262057,0.20825452302756986,SOLYNDRA LLC,Photovoltaic cells; photovoltaic solar modules and solar cell modules for converting light energy to electrical energy; 
failure,Bird,2017,4,5.272997326484463,5.25094118299632,0.022056143488142332,20171006,009,7.061497967583508,7.13584374633761,-0.0743457787541022,Blue Bird Global Limited,"Electrical power devices, namely, multimedia outlets"
failure,Casper,2014,147,4.56821113215952,4.509084719921251,0.05912641223826842,20140327,020,5.573353689780219,5.112396221753243,0.4609574680269759,Casper Sleep Inc.,"beds and bolsters; feather beds; futon mattresses; mattress cushions retail store services featuring beds, bolsters, fea"
failure,Better.com,2014,4,4.358443942785605,4.477493858148614,-0.1190499153630089,20210621,036,4.5961392142435145,4.8067066813748305,-0.21056746713131602,"Better Holdco, Inc.",consumer lending services; financing loans for consumers; bank card services; credit card services; issuing of credit ca
failure,Lordstown,2018,1,5.955410265566084,5.971490692021531,-0.016080426455446606,20210113,039,5.955410265566084,5.971490692021531,-0.016080426455446606,Lordstown Motors Corp.,"Emergency roadside assistance, namely, remote truck and vehicle roadside repair services, emergency towing services and "
failure,Nikola,2014,49,4.390777674196372,4.362862427343171,0.027915246853201126,20150501,012,3.8075351890288625,3.569870555888714,0.2376646331401484,Nikola Corporation,"Motor vehicles, namely, automobiles, cars, trucks, semi-trailer trucks, commercial vehicles and heavy duty vehicles; str"
failure,Beyond Meat,2009,136,4.89095021745422,4.555690866583373,0.3352593508708468,20120424,029,6.144642024131982,5.401469319922891,0.7431727042090905,"BEYOND MEAT, INC.",Meat substitutes; vegetarian meat products; plant-based meat substitutes
failure,Peloton,2012,125,4.560529737049807,4.49419341693183,0.06633632011797719,20120912,009,3.890294922177905,3.831996988710474,0.05829793346743095,Peloton Interactive LLC,Computers and downloadable software for monitoring and analyzing various parameters associated with the operation of a b
failure,Pets.com (old),1998,0,,,,,,,,,,
failure,Friendster,2002,13,4.389040784724511,4.35327368101315,0.03576710371136116,20040120,045,5.737947205465768,5.549332512647784,0.1886146928179837,"Friendster, Inc.","computer services, namely, providing a website for facilitating social interaction among individuals, namely for dating,"
failure,Myspace,2003,176,3.508168727504319,3.437031244727419,0.07113748277690002,20050304,009,5.323692987538973,5.245772720844375,0.07792026669459773,MYSPACE LLC,"providing a website featuring entertainment in the nature of karaoke allowing users to sing, record, playback and send p"
failure,Vine,2012,0,,,,,,,,,,
failure,Juicero,2013,1,4.4177111146968695,4.200100550299866,0.21761056439700344,20170509,021,4.4177111146968695,4.200100550299866,0.21761056439700344,"Juicero, Inc.","kitchen appliances, namely, electric juice extractors, grinders, electric food processors, electric dispensers and fille"
